timestamp,queue_size,batch_current_size,request_rate
2024-11-06 08:55:49.858000,0.0,0.0,0.0
2024-11-06 08:55:54.873000,0.0,6.0,5.0
2024-11-06 08:55:59.881000,0.0,14.0,8.5
2024-11-06 08:56:04.892000,0.0,22.0,10.5
2024-11-06 08:56:09.904000,0.0,16.0,6.5
2024-11-06 08:56:14.915000,0.0,14.0,8.0
2024-11-06 08:56:19.925000,0.0,12.0,7.5
2024-11-06 08:56:24.937000,0.0,10.0,11.0
2024-11-06 08:56:29.949000,2.0,16.0,11.5
2024-11-06 08:56:34.961000,0.0,8.0,6.5
2024-11-06 08:56:39.972000,0.0,10.0,7.5
2024-11-06 08:56:44.984000,1.0,7.0,8.0
2024-11-06 08:56:49.996000,0.0,6.0,5.5
2024-11-06 08:56:55.009000,0.0,0.0,3.75
2024-11-06 08:57:00.020000,0.0,0.0,0.0
2024-11-06 08:57:05.031000,0.0,0.0,0.0
